X,a,b,c,d,e,f,g,h
8,0,2,1,0,0,3,1,0
7,1,1,4,1,4,1,8,3
6,4,6,3,6,3,8,3,7
5,2,7,9,14,9,11,8,6
4,5,14,14,18,26,13,18,10
3,6,9,16,19,22,29,29,27
2,5,12,14,17,24,38,47,18
1,2,4,7,11,17,19,11,13
