X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,1,0,0,0,0,6,0
6,0,0,1,1,0,0,0,2
5,2,1,2,7,0,2,1,7
4,48,1,38,76,7,2,39,1
3,1,130,26,67,11,83,11,0
2,0,0,353,279,220,0,0,0
1,0,3,23,4190,20,0,0,0
