X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,292,216,54,4,32,461,325,429
6,330,268,224,214,287,264,622,425
5,277,231,212,262,285,297,266,351
4,110,117,123,101,115,103,83,87
3,40,33,23,37,20,26,19,21
2,5,5,12,8,5,3,4,7
1,0,0,0,0,0,0,0,0
