X,a,b,c,d,e,f,g,h
8,13,34,42,22,57,147,820,236
7,14,24,46,78,137,190,326,217
6,8,18,30,79,102,108,66,38
5,3,5,13,22,22,26,18,15
4,2,2,3,5,6,3,3,2
3,0,2,2,1,4,0,2,0
2,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
