X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,2,2,3,3,1,4,5,1
6,16,6,24,47,34,27,15,25
5,150,154,233,733,698,184,186,148
4,687,551,1054,1326,1377,824,418,396
3,1060,978,1064,498,857,631,1529,1296
2,2899,2814,1067,56,343,3106,2922,3167
1,0,0,0,0,0,0,0,0
