X,a,b,c,d,e,f,g,h
8,34,9,665,36,54,254,7,18
7,31,765,47,489,781,45,1132,32
6,141,86,187,262,435,236,120,71
5,16,34,148,63,68,159,42,41
4,13,81,21,46,40,14,86,24
3,14,6,11,9,11,4,8,29
2,8,11,3,0,6,3,2,5
1,3,0,0,1,0,4,0,1
