X,a,b,c,d,e,f,g,h
8,8,7,10,23,13,16,1,4
7,12,17,36,28,29,12,8,5
6,8,21,25,28,24,23,12,14
5,5,8,13,24,10,15,15,11
4,8,8,12,15,21,8,14,13
3,7,7,13,13,10,8,5,7
2,8,9,6,6,10,6,4,6
1,7,8,10,13,10,2,2,3
