X,a,b,c,d,e,f,g,h
8,1,3,4,5,6,6,0,0
7,8,15,12,6,10,7,4,6
6,20,27,25,29,19,18,15,40
5,17,38,41,48,29,24,48,16
4,9,29,71,84,62,56,30,17
3,29,59,95,160,166,109,62,40
2,18,105,89,99,116,68,265,16
1,11,40,86,30,36,122,13,8
