X,a,b,c,d,e,f,g,h
8,1,3,5,3,4,2,0,1
7,2,3,1,5,5,4,2,1
6,1,9,5,4,4,7,4,1
5,3,3,3,4,4,6,8,0
4,3,2,5,4,6,7,3,1
3,1,2,3,2,6,5,1,3
2,2,3,5,6,2,4,3,1
1,4,1,5,5,5,2,2,1
