X,a,b,c,d,e,f,g,h
8,1,0,4,3,3,0,0,1
7,8,10,9,12,14,8,3,1
6,8,19,35,32,17,12,4,9
5,17,35,43,47,55,47,29,11
4,20,27,59,78,55,38,27,24
3,8,44,85,53,59,134,61,11
2,3,9,24,80,67,32,14,22
1,1,16,24,24,25,40,9,0
