X,a,b,c,d,e,f,g,h
8,16,97,193,27,206,125,3073,425
7,2,17,50,52,105,118,288,172
6,1,4,6,9,19,26,6,5
5,0,0,0,0,2,4,2,0
4,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
