X,a,b,c,d,e,f,g,h
8,1,8,8,10,23,37,40,11
7,2,9,25,22,31,45,83,37
6,2,14,23,41,53,48,43,19
5,5,13,9,22,28,27,19,12
4,6,7,10,14,15,15,10,10
3,2,8,4,12,8,6,8,3
2,4,2,3,0,2,2,2,2
1,1,0,0,0,0,2,0,0
