X,a,b,c,d,e,f,g,h
8,8,7,1,5,4,0,6,5
7,9,7,7,9,3,2,2,6
6,8,7,1,4,1,3,6,4
5,3,2,2,4,5,1,2,1
4,1,4,5,5,1,6,2,4
3,3,3,5,8,8,3,1,2
2,3,3,9,3,8,2,5,2
1,5,4,5,7,3,2,2,5
