X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,1000,837,260,27,144,1431,1106,1507
6,874,672,576,559,824,472,1378,873
5,569,524,518,672,631,512,403,425
4,170,259,234,203,233,166,103,117
3,25,44,39,49,30,24,11,33
2,7,2,15,5,6,5,2,2
1,0,0,0,0,0,0,0,0
