X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,1209,1009,309,39,180,1668,1298,1759
6,991,741,646,643,964,529,1503,977
5,613,561,587,764,699,553,406,423
4,174,273,267,218,260,168,99,111
3,25,44,32,39,28,24,17,27
2,6,6,8,2,5,3,5,3
1,0,0,0,0,0,0,0,0
