X,a,b,c,d,e,f,g,h
8,2,2,7,0,2,1,0,0
7,0,2,2,4,5,2,1,0
6,1,4,2,2,3,7,1,0
5,3,2,1,3,6,0,2,0
4,1,1,1,3,4,4,4,0
3,3,1,2,5,2,5,4,1
2,0,2,3,2,2,1,2,0
1,2,1,4,1,3,2,1,1
