X,a,b,c,d,e,f,g,h
8,11,9,15,5,9,14,2,6
7,32,22,23,19,13,11,12,11
6,18,17,13,17,8,8,7,13
5,15,15,9,9,16,6,4,7
4,11,13,11,8,11,8,5,5
3,15,13,15,19,24,20,16,7
2,10,18,18,24,24,13,9,9
1,17,20,20,19,28,20,20,15
