X,a,b,c,d,e,f,g,h
8,1,5,9,2,5,2,5,0
7,3,14,6,9,7,8,1,3
6,5,14,22,19,18,14,4,9
5,9,21,32,38,24,14,24,10
4,5,20,36,38,42,25,17,10
3,7,33,47,64,57,41,11,16
2,7,27,42,37,47,41,65,4
1,9,17,23,29,19,41,8,3
