X,a,b,c,d,e,f,g,h
8,158,168,186,230,245,223,88,71
7,31,61,72,93,100,65,36,17
6,20,43,45,50,58,39,27,15
5,21,22,29,46,37,30,14,22
4,24,34,38,31,23,27,14,13
3,29,43,29,29,15,14,6,18
2,58,42,57,35,40,17,12,27
1,30,18,20,22,9,6,7,8
