X,a,b,c,d,e,f,g,h
8,4,0,1,1,1,0,0,1
7,6,11,7,5,8,7,6,13
6,14,7,15,11,12,8,9,25
5,16,26,21,27,21,22,28,64
4,64,23,52,53,69,61,81,56
3,46,221,107,226,133,196,94,52
2,20,64,544,553,545,99,22,7
1,18,52,62,446,58,15,3,0
