X,a,b,c,d,e,f,g,h
8,0,0,0,1,0,0,0,0
7,0,0,1,0,0,1,0,0
6,0,0,0,0,1,1,0,8
5,0,185,0,1,8,0,453,0
4,32,4,535,2,12,333,0,81
3,8,203,17,938,640,24,38,3
2,3,291,30,185,691,0,1314,0
1,0,0,3442,1,0,1484,0,0
