X,a,b,c,d,e,f,g,h
8,4,6,5,8,20,43,71,14
7,6,6,32,43,67,70,115,48
6,1,10,34,36,47,51,51,24
5,2,12,13,34,34,29,30,13
4,5,9,11,10,17,15,19,11
3,8,8,3,3,6,7,9,3
2,0,4,1,2,4,1,1,2
1,1,1,0,1,0,0,0,0
