X,a,b,c,d,e,f,g,h
8,8,40,104,2291,80,11,0,0
7,3,19,850,287,415,14,4,1
6,21,306,37,98,40,97,23,8
5,209,10,33,41,16,18,21,29
4,15,23,1,17,8,10,2,27
3,9,1,6,2,0,1,2,8
2,5,8,1,1,0,2,2,2
1,2,0,0,0,0,0,0,1
