X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
5,0,1,0,35,40,0,1,0
4,0,15,1947,2800,2664,89,0,0
3,10,54,92,77,18,0,447,0
2,5781,5713,3713,2870,2978,5689,5343,5791
1,0,0,0,0,0,0,0,0
