X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,11,7,18,13,9,8,3,6
6,36,19,34,46,36,49,23,32
5,148,143,152,295,289,125,142,138
4,392,360,365,383,388,453,362,382
3,443,485,349,112,249,388,813,668
2,591,487,156,12,46,660,671,695
1,0,0,0,0,0,0,0,0
