X,a,b,c,d,e,f,g,h
8,0,1,0,2,3,1,1,0
7,0,1,2,3,2,1,2,1
6,1,3,9,3,3,2,4,0
5,1,8,6,7,4,2,2,2
4,5,2,4,3,6,2,4,2
3,1,3,3,9,6,5,4,0
2,4,1,4,6,8,6,7,1
1,1,2,2,2,1,2,0,0
