X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0,0
6,0,0,2,0,0,0,0,0
5,0,1,1,0,1,0,1,0
4,0,4,9,7,10,12,7,1
3,2,6,19,45,68,50,46,19
2,14,33,44,85,99,173,335,229
1,31,172,122,26,60,164,1772,422
