X,a,b,c,d,e,f,g,h
8,2,1,3,4,4,1,1,1
7,9,14,9,8,15,15,9,3
6,27,32,20,36,25,25,14,50
5,24,50,40,60,42,30,57,18
4,16,27,91,86,80,99,30,36
3,59,82,106,214,278,139,88,62
2,37,215,119,159,187,92,439,21
1,18,70,135,34,38,144,13,11
